sentence,gold,predicted,gold_rank,error_type,predicted_score,gold_score
He then appeared to discount the claim that he was a Trump-campaign “surrogate.”,He,He,1,CORRECT,0.8269993062711173,0.8269993062711173
It seems apparent that he was distancing himself from Franken’s insinuation about Trump surrogates colluding with Russians.,Trump,It,2,OTHER,0.8220787455814572,0.7685323528093768
"But if we consider this matter not as a political dispute but a potential perjury prosecution, then the burden was on Franken, not Sessions, to be clearer.",Franken,Franken,1,CORRECT,0.5058820549059421,0.5058820549059421
"In those circumstances, it was up to Franken to clarify matters, by asking a follow-up along the lines of, “To be clear, I am asking you whether you’ve had any contact whatsoever with Russian officials during the campaign, whether as a Trump surrogate, in your capacity as a U.S. senator, or under any other circumstances.”",Trump,Trump,1,CORRECT,0.6141888740184274,0.6141888740184274
Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.,Russia,Sessions,4,OTHER,0.784320341029127,0.5269079723291866
Mr. Sessions is the latest administration official to be caught between his words and the truth on Russia.,Mr. Sessions,Sessions,2,SMALLER_SPAN,0.784320341029127,0.7694160853435749
Mr. Sessions’s recusal is only a first necessary step.,Mr. Sessions,only a first necessary step,3,OTHER,0.9415960683061884,0.9004937744743821
"Stocky, smart and soft-spoken with a sense of humor, General McMaster, for all his war-making experience, has little background in navigating Washington politics, which could be a challenge for him in his new role with a fractious national security team to corral.",General McMaster,McMaster,3,SMALLER_SPAN,0.718329360315941,0.4295268493190955
"Springare, who was briefly investigated for possible hate crime incitement based on his post, managed to elucidate what Trump only hinted at during a Florida campaign speech – somewhat opaquely.",Springare,Trump,2,OTHER,0.8074015281643615,0.5401105823360756
"“For better or worse,” Horowitz said that Trump sometimes speaks “in shorthand hyperbole”.",Trump,Trump,1,CORRECT,0.8619802397233732,0.8619802397233732
Horowitz said that “the Swedish response” suggests “they are incapable or unwilling to see the reality of what is happening in their own country.”,Horowitz,Horowitz,1,CORRECT,0.7350301991113425,0.7350301991113425
An entire chapter is dedicated to this uranium deal in Peter Schweizer’s “Clinton Cash.”,Peter Schweizer,Clinton,2,OTHER,0.6409138070245968,0.5925477124884821
"In the book, Schweizer reveals ties between the Clinton Foundation and investors who stood to gain from a deal that required State Department approval.",Schweizer,Schweizer,1,CORRECT,0.7299832001289169,0.7299832001289169
“Nobody mentions that Hillary received the questions to the debates.”,Hillary,Hillary,1,CORRECT,0.8350221081725159,0.8350221081725159
"That’s why, despite his argument that the press treated Flynn unfairly, Trump fired him.",Trump,That,3,OTHER,0.886010148129712,0.7951791020326577
"“There’s nothing that would conclude me that anything different has changed with respect to that time period,” Spicer said. .@PressSec Sean Spicer tells @jonkarl nobody on the Trump campaign had contact with Russia before the election https://t.co/LBw3Bd5Htk pic.twitter.com/S9H8fgFA2j But on Tuesday night, multiple news outlets reported that U.S. intelligence and law enforcement agencies had obtained phone records and intercepted calls that showed Trump associates and campaign aides repeatedly talking to Russian officials in the year before the election.",Spicer,Spicer,1,CORRECT,0.7426904384382415,0.7426904384382415
Donald Trump: ‘Russian connection non-sense’ is cover for Clinton’s ‘many mistakes’,Russian,Clinton,8,OTHER,0.9136956109248757,0.10954183436873319
"Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.",former Trump campaign chairman Paul Manafort,Trump,2,SMALLER_SPAN,0.7700841749413296,0.7224440679902369
"Among those supposedly communicating with Russian nationals was former Trump campaign chairman Paul Manafort, the report said.",Russian,Trump,8,OTHER,0.7700841749413296,0.20384915022002806
"A Trump administration official “stressed that Pence made his comments based on his conversation with Flynn,” The Post report said.",Pence,Flynn,4,OTHER,0.8336877017303385,0.7750437362576889
"Flynn is a longtime Trump partisan, and Trump values loyalty greatly.",Flynn,"Flynn is a longtime Trump partisan, and Trump values loyalty greatly",2,LARGER_SPAN,0.9993634024307118,0.8998897746410732
He's been losing so....,He,He,1,CORRECT,0.9332041244885202,0.9332041244885202
Donald Trump: John McCain ‘should not be talking about the success or failure of a mission’,Donald Trump,Donald Trump,1,CORRECT,0.8045962767200713,0.8045962767200713
Only emboldens the enemy!” the president tweeted Thursday.,the president,the enemy,3,OTHER,0.32350347857612954,0.21398069070744763
They worried that Mr. Sessions wouldn’t be strong enough in enforcing civil rights laws and that he would be too zealous in following immigration laws.,Mr. Sessions,Sessions,3,SMALLER_SPAN,0.7618137016593576,0.6817242797688742
"The veteran Alabama senator had been rejected for a federal judgeship more than three decades ago over accusations of racism as a prosecutor, which was an immediate focus in his latest confirmation fight.",The veteran Alabama senator,The veteran Alabama senator,1,CORRECT,0.7428666340688275,0.7428666340688275
"Manchin, who threw Sessions a thumbs-up on Wednesday night as he headed to place his vote, added that he was confident that when he addressed his constituents, “I can explain my relationship with Jeff Sessions and I’m proud to vote for him.”",he,Jeff Sessions,3,OTHER,0.5146632875463879,0.41292353917062263
"In a letter at the time of Mr. Sessions’ earlier nomination, King had accused him of “a shabby attempt to intimidate and frighten elderly black voters.”",Mr. Sessions,Sessions,3,SMALLER_SPAN,0.8780033288005263,0.7882132558535977
"Jeff Sessions, one of her colleagues and Mr. Trump’s nominee to head the Justice Department.",her,Trump,7,OTHER,0.9342067339805981,0.39921839739410464
"""Mrs. King's views and words ring true today,"" Warren said.",King,"King's views and words ring true today,"" Warren said",2,LARGER_SPAN,0.9937570287122554,0.9505020822842992
"Congress By ELANA SCHOR and BURGESS EVERETT “Mr. Sessions has used the awesome power of his office to chill the free exercise of the vote by black citizens in the district he now seeks to serve as a federal judge,” King wrote in her letter back then, which Warren read on the Senate floor Tuesday night.",Sessions,Sessions,1,CORRECT,0.7209379509386173,0.7209379509386173
"Give them credit for this one: Democrats have fought hard to stop Betsy DeVos, Donald Trump’s blazingly unqualified pick for education secretary.",Betsy DeVos,Betsy DeVos,1,CORRECT,0.7320203205824823,0.7320203205824823
"Tim Kaine cited the moment, during her hearing, when he asked DeVos if she would hold all schools that receive any taxpayer funding equally accountable, be they public, private, or charter, and she dodged the question repeatedly: ""But if you hold public schools accountable while you’re taking some of their money away and you give that money to private schools, and you don’t hold them accountable, you’re not promoting fair competition,"" he said.",DeVos,"DeVos if she would hold all schools that receive any taxpayer funding equally accountable, be they public",4,LARGER_SPAN,0.9998564027046762,0.8120946030836445
The last Post-ABC tracking poll had Hillary Clinton up by 3 points.,Clinton,The last Post-ABC tracking poll,5,OTHER,0.931530182518428,0.30083174483395714
“He should be scared that people aren’t going to stand for this.”,He,He,1,CORRECT,0.6633845973745195,0.6633845973745195
"When O’Reilly fired back, calling Putin a killer, Trump responded, ""There are a lot of killers.",Trump,"Trump responded, ""There are a lot of killers",3,LARGER_SPAN,0.9798505062339732,0.8589029640442731
"When O’Reilly fired back, calling Putin a killer, Trump responded, ""There are a lot of killers.",Putin,"Trump responded, ""There are a lot of killers",2,OTHER,0.9798505062339732,0.8603577960074511
"Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad",Vladimir Putin,Killer,3,OTHER,0.8301683546500968,0.6892293391456357
"Bill O'Reilly Calls Vladimir Putin A 'Killer', Donald Trump Says Americans Are Just As Bad",Trump,Killer,7,NER_VS_SUBSPAN,0.8301683546500968,0.3383566624826476
"Speaking to Bill O’Reilly, Trump shrugged off the anchor’s characterization of Putin as a “killer,” noting that Americans are just as bad.",Trump,"Putin as a “killer,” noting that Americans are just as bad",5,OTHER,0.998954408742104,0.7790971148087499
"Trump told Australian leader Malcolm Turnbull that the conversation was “the worst call by far” among talks with various world leaders that day and he ended the scheduled hour-long conversation after just 25 minutes, according to the Washington Post.",Trump,Trump,1,CORRECT,0.8208560617463345,0.8208560617463345
"Mr. Turnbull, speaking Thursday at a press briefing in Australia’s southern state of Victoria, refused to comment at length on the telephone call, or say whether it had ended sooner than expected.",Australia,"Turnbull, speaking Thursday at a press briefing in Australia’s southern state of Victoria",5,LARGER_SPAN,0.9843824895773461,0.632166979409333
Why Liberals Should Back Neil Gorsuch,Neil Gorsuch,Liberals,2,OTHER,0.6853060294752165,0.6485583406213965
"I have no doubt that if confirmed, Judge Gorsuch would help to restore confidence in the rule of law.",Judge Gorsuch,Gorsuch,2,SMALLER_SPAN,0.80914390015869,0.6779361312637064
I am hard-pressed to think of one thing President Trump has done right in the last 11 days since his inauguration.,President Trump,Trump,3,SMALLER_SPAN,0.8510314887571825,0.577051284227584
"He seeks power, and he cares not for process.",He,He,1,CORRECT,0.8375595460465267,0.8375595460465267
